Date,Bay,TrapEffort,Precip,Tmin,Tmax,LunarBright
5/2/05,119,272,0,9,26,0.39
5/3/05,119,0,NA,NA,NA,0.29
5/4/05,119,544,0,8,22,0.19
5/5/05,119,0,NA,NA,NA,0.11
5/6/05,119,544,0.7,10,23,0.05
5/7/05,119,0,NA,NA,NA,0.01
5/8/05,119,544,0,8,23,0
5/9/05,119,0,NA,NA,NA,0.01
5/10/05,119,544,0,12,33,0.04
5/11/05,119,272,11,12,31,0.08
5/12/05,119,272,0,13,29,0.14
5/13/05,119,0,NA,NA,NA,0.22
5/14/05,119,544,0,14,32,0.3
5/15/05,119,0,NA,NA,NA,0.39
5/16/05,119,544,16.1,15,31,0.49
5/17/05,119,0,NA,NA,NA,0.58
5/18/05,119,544,0,15,29,0.68
5/19/05,119,0,NA,NA,NA,0.77
5/20/05,119,544,9.8,13,30,0.85
5/21/05,119,272,4.2,14,27,0.91
5/22/05,119,0,NA,NA,NA,0.97
5/23/05,119,0,NA,NA,NA,0.99
5/24/05,119,816,0,9,32,1
5/25/05,119,0,NA,NA,NA,0.97
5/26/05,119,544,0,8,31,0.92
5/27/05,119,0,NA,NA,NA,0.85
5/28/05,119,544,0,12,32,0.75
5/29/05,119,0,NA,NA,NA,0.65
5/30/05,119,544,27.2,16,33,0.53
5/31/05,119,0,NA,NA,NA,0.42
6/1/05,119,544,18.8,17,20,0.31
6/2/05,119,272,37.8,20,29,0.22
6/3/05,119,272,38.3,19,29,0.14
6/4/05,119,272,0.4,20,27,0.07
6/5/05,119,0,NA,NA,NA,0.03
6/6/05,119,0,NA,NA,NA,0.01
6/7/05,119,816,26.6,19,33,0
6/8/05,119,0,NA,NA,NA,0.02
6/9/05,119,544,7.2,18,33,0.05
6/10/05,119,272,12.3,20,32,0.1
6/11/05,119,0,NA,NA,NA,0.17
6/12/05,119,544,23.2,20,31,0.24
6/13/05,119,272,2.6,23,29,0.33
6/14/05,119,272,2.2,22,32,0.42
6/15/05,119,272,0,22,34,0.52
6/16/05,119,272,0,20,34,0.61
6/17/05,119,272,0,18,35,0.71
6/18/05,119,272,0,21,30,0.8
6/19/05,119,0,NA,NA,NA,0.88
6/20/05,119,544,0,16,32,0.94
6/21/05,119,0,NA,NA,NA,0.99
6/22/05,119,544,4.2,15,30,1
6/23/05,119,272,0,21,34,0.98
6/24/05,119,272,0,18,34,0.94
6/25/05,119,0,NA,NA,NA,0.87
6/26/05,119,544,9,20,33,0.78
6/27/05,119,272,7.1,22,31,0.67
6/28/05,119,272,5.6,23,33,0.56
6/29/05,119,272,35.8,22,34,0.45
6/30/05,119,272,0.5,22,31,0.35
7/1/05,119,0,NA,NA,NA,0.25
7/2/05,119,544,0.7,21,35,0.17
7/3/05,119,272,0.4,21,35,0.1
7/4/05,119,0,NA,NA,NA,0.05
7/5/05,119,544,23.5,21,34,0.02
7/6/05,119,0,NA,NA,NA,0
7/7/05,119,544,0,21,34,0.01
7/8/05,119,0,NA,NA,NA,0.03
7/9/05,119,544,0,18,35,0.07
7/10/05,119,0,NA,NA,NA,0.12
7/11/05,119,544,25.7,21,34,0.19
7/12/05,119,0,NA,NA,NA,0.27
7/13/05,119,544,0.5,21,35,0.36
7/14/05,119,272,38.1,20,34,0.46
7/15/05,119,0,NA,NA,NA,0.56
7/16/05,119,544,18,21,32,0.66
7/17/05,119,0,NA,NA,NA,0.76
7/18/05,119,544,0,20,33,0.85
7/19/05,119,272,7.1,23,35,0.92
7/20/05,119,0,NA,NA,NA,0.97
7/21/05,119,544,14,23,35,1
7/22/05,119,0,NA,NA,NA,0.99
7/23/05,119,544,18,22,34,0.95
7/24/05,119,0,NA,NA,NA,0.89
7/25/05,119,544,0,21,34,0.8
7/26/05,119,0,NA,NA,NA,0.71
7/27/05,119,544,0,22,36,0.6
7/28/05,119,0,NA,NA,NA,0.49
7/29/05,119,544,0,23,26,0.39
7/30/05,119,0,NA,NA,NA,0.29
7/31/05,119,0,NA,NA,NA,0.21
8/1/05,119,0,NA,NA,NA,0.14
8/2/05,119,0,NA,NA,NA,0.08
8/3/05,119,0,NA,NA,NA,0.04
8/4/05,119,0,NA,NA,NA,0.01
8/5/05,119,0,NA,NA,NA,0
8/6/05,119,0,NA,NA,NA,0.01
8/7/05,119,0,NA,NA,NA,0.04
8/8/05,119,0,NA,NA,NA,0.08
8/9/05,119,0,NA,NA,NA,0.15
8/10/05,119,0,NA,NA,NA,0.22
8/11/05,119,0,NA,NA,NA,0.31
8/12/05,119,0,NA,NA,NA,0.41
8/13/05,119,0,NA,NA,NA,0.51
8/14/05,119,0,NA,NA,NA,0.62
8/15/05,119,0,NA,NA,NA,0.72
8/16/05,119,0,NA,NA,NA,0.82
8/17/05,119,0,NA,NA,NA,0.9
8/18/05,119,0,NA,NA,NA,0.96
8/19/05,119,0,NA,NA,NA,0.99
8/20/05,119,0,NA,NA,NA,1
8/21/05,119,0,NA,NA,NA,0.97
8/22/05,119,0,NA,NA,NA,0.91
8/23/05,119,0,NA,NA,NA,0.84
8/24/05,119,0,NA,NA,NA,0.75
8/25/05,119,0,NA,NA,NA,0.65
8/26/05,119,0,NA,NA,NA,0.55
8/27/05,119,0,NA,NA,NA,0.44
8/28/05,119,0,NA,NA,NA,0.35
8/29/05,119,0,NA,NA,NA,0.26
8/30/05,119,0,NA,NA,NA,0.18
8/31/05,119,0,NA,NA,NA,0.11
9/1/05,119,0,NA,NA,NA,0.06
9/2/05,119,0,NA,NA,NA,0.02
9/3/05,119,0,NA,NA,NA,0
9/4/05,119,0,NA,NA,NA,0
9/5/05,119,0,NA,NA,NA,0.02
9/6/05,119,0,NA,NA,NA,0.05
9/7/05,119,0,NA,NA,NA,0.11
9/8/05,119,0,NA,NA,NA,0.18
9/9/05,119,0,NA,NA,NA,0.27
9/10/05,119,0,NA,NA,NA,0.36
9/11/05,119,0,NA,NA,NA,0.47
9/12/05,119,0,NA,NA,NA,0.58
9/13/05,119,0,NA,NA,NA,0.69
9/14/05,119,0,NA,NA,NA,0.79
9/15/05,119,0,NA,NA,NA,0.88
9/16/05,119,0,NA,NA,NA,0.95
9/17/05,119,0,NA,NA,NA,0.99
9/18/05,119,0,NA,NA,NA,1
9/19/05,119,0,NA,NA,NA,0.98
9/20/05,119,0,NA,NA,NA,0.94
9/21/05,119,0,NA,NA,NA,0.87
9/22/05,119,0,NA,NA,NA,0.79
9/23/05,119,0,NA,NA,NA,0.7
9/24/05,119,0,NA,NA,NA,0.61
9/25/05,119,0,NA,NA,NA,0.51
9/26/05,119,0,NA,NA,NA,0.41
9/27/05,119,0,NA,NA,NA,0.32
9/28/05,119,0,NA,NA,NA,0.24
9/29/05,119,0,NA,NA,NA,0.16
9/30/05,119,0,NA,NA,NA,0.1
10/1/05,119,0,NA,NA,NA,0.05
10/2/05,119,0,NA,NA,NA,0.01
10/3/05,119,0,NA,NA,NA,0
10/4/05,119,0,NA,NA,NA,0.01
10/5/05,119,0,NA,NA,NA,0.03
10/6/05,119,24,37.2,21,26,0.08
10/7/05,119,24,6.1,21,24,0.15
10/8/05,119,24,16.4,22,25,0.23
10/9/05,119,0,NA,NA,NA,0.33
10/10/05,119,48,2.8,20,28,0.44
10/11/05,119,0,NA,NA,NA,0.55
10/12/05,119,48,0.3,18,23,0.66
10/13/05,119,24,2,16,22,0.77
10/14/05,119,0,NA,NA,NA,0.86
10/15/05,119,48,0,11,27,0.93
10/16/05,119,0,NA,NA,NA,0.98
10/17/05,119,48,0,10,27,1
10/18/05,119,0,NA,NA,NA,0.99
10/19/05,119,48,0,7,26,0.96
10/20/05,119,0,NA,NA,NA,0.91
10/21/05,119,48,0,13,29,0.84
10/22/05,119,24,0.6,15,30.5,0.76
10/23/05,119,0,NA,NA,NA,0.68
10/24/05,119,48,0,8,26,0.58
10/25/05,119,0,NA,NA,NA,0.49
10/26/05,119,48,0,1,18,0.39
10/27/05,119,0,NA,NA,NA,0.3
10/28/05,119,48,0,3,19,0.22
10/29/05,119,0,NA,NA,NA,0.15
10/30/05,119,0,NA,NA,NA,0.08
10/31/05,119,72,0,1,21,0.04
11/1/05,119,0,NA,NA,NA,0.01
11/2/05,119,48,0,8,24,0
11/3/05,119,0,NA,NA,NA,0.02
11/4/05,119,48,0,3,25,0.05
11/5/05,119,0,NA,NA,NA,0.12
11/6/05,119,0,NA,NA,NA,0.2
11/7/05,119,72,0,3,31,0.29
11/8/05,119,0,NA,NA,NA,0.4
11/9/05,119,0,NA,NA,NA,0.52
11/10/05,119,0,NA,NA,NA,0.63
11/11/05,119,96,0,2,28,0.74
11/12/05,119,24,0,0,17,0.83
11/13/05,119,0,NA,NA,NA,0.91
11/14/05,119,48,0,7,25,0.96
11/15/05,119,0,NA,NA,NA,0.99
11/16/05,119,48,0,14,28,1
11/17/05,119,64,0,4,29,0.98
11/18/05,119,0,NA,NA,NA,0.95
11/19/05,119,264,0,-3,29,0.89
11/20/05,119,0,NA,NA,NA,0.83
11/21/05,119,320,49,10,16,0.75
11/22/05,119,160,2.4,5,16,0.66
11/23/05,119,160,0,-1,13,0.57
11/24/05,119,0,NA,NA,NA,0.47
11/25/05,119,320,0,0,21,0.38
11/26/05,119,0,NA,NA,NA,0.29
11/27/05,119,320,0,2,15,0.21
11/28/05,119,160,0,11,20,0.13
11/29/05,119,160,0.6,19,23,0.07
11/30/05,119,0,NA,NA,NA,0.03
12/1/05,119,320,0,0,23,0
12/2/05,119,0,NA,NA,NA,0.01
12/3/05,119,320,0,-2,16,0.03
12/4/05,119,160,0.8,11,23,0.09
12/5/05,119,160,0.2,12,22,0.17
12/6/05,119,160,19.8,0,17,0.26
12/7/05,119,160,0.2,-1,12,0.37
12/8/05,119,0,NA,NA,NA,0.48
12/9/05,119,320,12.6,3,12,0.59
12/10/05,119,0,NA,NA,NA,0.7
12/11/05,119,320,0,-3,13,0.79
12/12/05,119,0,NA,NA,NA,0.87
12/13/05,119,320,0,-2,16,0.93
12/14/05,119,0,NA,NA,NA,0.98
12/15/05,119,320,6.1,-2,11,1
12/16/05,119,160,1.1,-2,13,1
12/17/05,119,0,NA,NA,NA,0.97
12/18/05,119,320,12.2,0,12,0.94
12/19/05,119,0,NA,NA,NA,0.88
12/20/05,119,320,0,-1,13,0.82
12/21/05,119,0,NA,NA,NA,0.74
12/22/05,119,320,0,-6,12,0.65
12/23/05,119,0,NA,NA,NA,0.56
12/24/05,119,320,0,-6,15,0.46
12/25/05,119,160,7,9,18,0.37
12/26/05,119,0,NA,NA,NA,0.27
12/27/05,119,320,0,-3,17,0.19
12/28/05,119,0,NA,NA,NA,0.11
12/29/05,119,320,53.2,2,19,0.05
12/30/05,119,0,NA,NA,NA,0.01
12/31/05,119,320,0,-1,16,0
1/1/06,119,0,NA,NA,NA,0.02
1/2/06,119,320,18.5,0,20,0.06
1/3/06,119,160,23.5,11.5,16.5,0.13
1/4/06,119,0,NA,NA,NA,0.22
1/5/06,119,320,0,2,18,0.33
1/6/06,119,0,NA,NA,NA,0.44
1/7/06,119,320,0.2,-3,20,0.55
1/8/06,119,0,NA,NA,NA,0.65
1/9/06,119,320,0,0,18,0.75
1/10/06,119,0,NA,NA,NA,0.83
1/11/06,119,320,0,5,23,0.9
1/12/06,119,160,0.9,9,24,0.95
1/13/06,119,0,NA,NA,NA,0.98
1/14/06,119,320,10,4.5,22,1
1/15/06,119,0,NA,NA,NA,0.99
1/16/06,119,320,0,0,16,0.97
1/17/06,119,0,NA,NA,NA,0.93
1/18/06,119,320,12.4,3.5,21.5,0.87
1/19/06,119,160,0,-3,14,0.81
1/20/06,119,0,NA,NA,NA,0.73
1/21/06,119,0,NA,NA,NA,0.64
1/22/06,119,480,0.3,0,25,0.54
1/23/06,119,0,NA,NA,NA,0.44
1/24/06,119,320,3.1,7,15.5,0.34
1/25/06,119,0,NA,NA,NA,0.25
1/26/06,119,320,0,-5,18,0.16
1/27/06,119,0,NA,NA,NA,0.08
1/28/06,119,320,0,-1,17,0.03
1/29/06,119,0,NA,NA,NA,0
1/30/06,119,320,9.3,8,19,0.01
1/31/06,119,160,2.2,5.5,19.5,0.04
2/1/06,119,0,NA,NA,NA,0.1
2/2/06,119,320,0,-3,17,0.18
2/3/06,119,160,8.2,-2,18,0.28
2/4/06,119,0,NA,NA,NA,0.39
2/5/06,119,320,0.8,0,21,0.49
2/6/06,119,0,NA,NA,NA,0.6
2/7/06,119,320,1.4,-2,12,0.7
2/8/06,119,0,NA,NA,NA,0.78
2/9/06,119,320,0,-4,13,0.86
2/10/06,119,0,NA,NA,NA,0.92
2/11/06,119,0,NA,NA,NA,0.96
2/12/06,119,480,9.3,-4.5,14,0.99
2/13/06,119,0,NA,NA,NA,1
2/14/06,119,320,0,-5,11,0.99
2/15/06,119,0,NA,NA,NA,0.96
2/16/06,119,320,0,-2,21,0.92
2/17/06,119,0,NA,NA,NA,0.86
2/18/06,119,320,0,7,24,0.79
2/19/06,119,0,NA,NA,NA,0.71
2/20/06,119,320,0.4,2,14,0.61
2/21/06,119,160,4.2,2.5,13,0.51
2/22/06,119,160,0.9,6,18,0.41
2/23/06,119,160,3.5,13,19,0.3
2/24/06,119,160,1,3,17,0.2
2/25/06,119,0,NA,NA,NA,0.12
2/26/06,119,320,37.4,3,21,0.05
2/27/06,119,0,NA,NA,NA,0.01
2/28/06,119,320,0,-3,22,0
3/1/06,119,0,NA,NA,NA,0.02
3/2/06,119,320,0,7,25,0.07
3/3/06,119,0,NA,NA,NA,0.14
3/4/06,119,320,0,-2,22,0.23
3/5/06,119,0,NA,NA,NA,0.33
3/6/06,119,320,0,0,22,0.44
3/7/06,119,0,NA,NA,NA,0.54
3/8/06,119,320,0,-1,21,0.64
3/9/06,119,0,NA,NA,NA,0.73
3/10/06,119,320,0,3,25,0.81
3/11/06,119,0,NA,NA,NA,0.88
3/12/06,119,320,0.8,3,29,0.93
3/13/06,119,0,NA,NA,NA,0.97
3/14/06,119,320,3,15,31,0.99
3/15/06,119,0,NA,NA,NA,1
3/16/06,119,320,0,-1,22,0.99
3/17/06,119,0,NA,NA,NA,0.96
3/18/06,119,320,0,6,25,0.91
3/19/06,119,0,NA,NA,NA,0.84
3/20/06,119,0,NA,NA,NA,0.76
3/21/06,119,480,24.8,2,18,0.67
3/22/06,119,160,0.3,4,16,0.57
3/23/06,119,0,NA,NA,NA,0.46
3/24/06,119,320,0.1,1,15,0.35
3/25/06,119,0,NA,NA,NA,0.24
3/26/06,119,320,0,-3,14,0.15
3/27/06,119,0,NA,NA,NA,0.07
3/28/06,119,320,0,-1,18,0.02
3/29/06,119,0,NA,NA,NA,0
3/30/06,119,320,0,2,26,0.01
3/31/06,119,0,NA,NA,NA,0.05
4/1/06,119,320,6.6,8,28,0.11
4/2/06,119,0,NA,NA,NA,0.18
4/3/06,119,320,0,11,31,0.28
4/4/06,119,0,NA,NA,NA,0.37
4/5/06,119,320,0,1,30,0.47
4/6/06,119,0,NA,NA,NA,0.57
4/7/06,119,320,0,3,29,0.66
4/8/06,119,0,NA,NA,NA,0.75
4/9/06,119,320,13,9,30.5,0.83
4/10/06,119,0,NA,NA,NA,0.89
4/11/06,119,320,0,2,23,0.94
4/12/06,119,0,NA,NA,NA,0.98
4/13/06,119,320,0,7,27,1
4/14/06,119,0,NA,NA,NA,1
4/15/06,119,320,0,12,31,0.98
4/16/06,119,0,NA,NA,NA,0.94
4/17/06,119,320,0,13,33,0.88
4/18/06,119,0,NA,NA,NA,0.8
4/19/06,119,320,1.6,10,31,0.71
4/20/06,119,0,NA,NA,NA,0.61
4/21/06,119,320,6.8,13,29,0.49
4/22/06,119,0,NA,NA,NA,0.38
4/23/06,119,320,5,15,30,0.27
4/24/06,119,0,NA,NA,NA,0.17
4/25/06,119,320,0,12,31,0.09
4/26/06,119,0,NA,NA,NA,0.04
4/27/06,119,320,22,15,32,0.01
4/28/06,119,160,0,7,23,0
4/29/06,119,160,0,8,26,0.03
4/30/06,119,0,NA,NA,NA,0.07
5/1/06,119,320,0,7,23,0.14
5/2/06,119,0,NA,NA,NA,0.22
5/3/06,119,320,0,6,26,0.31
5/4/06,119,160,0,12,30,0.4
5/5/06,119,160,0.3,15,31,0.5
5/6/06,119,160,11,12,31,0.6
5/7/06,119,160,1.7,16,29,0.69
5/8/06,119,160,2.4,13,23,0.77
5/9/06,119,160,0,13,23,0.84
5/10/06,119,160,0,11,22,0.91
5/11/06,119,160,0.2,19,24.5,0.96
5/12/06,119,160,0,7,26,0.99
5/13/06,119,160,0,6,22,1
5/14/06,119,160,7.6,6.5,26,0.99
5/15/06,119,160,22.5,13,24,0.96
5/16/06,119,160,0,7,25,0.9
5/17/06,119,160,0,7,24,0.83
5/18/06,119,160,0,9,26,0.74
5/19/06,119,160,2.3,10,28,0.63
5/20/06,119,160,0,13,30,0.52
5/21/06,119,160,0,20,33,0.41
5/22/06,119,160,0,16,34,0.3
5/23/06,119,160,0,16,32,0.2
5/24/06,119,160,0,15,30,0.11
5/25/06,119,160,0,21,28,0.05
5/26/06,119,160,0,19,35,0.01
5/27/06,119,160,0,20,32,0
5/28/06,119,160,2.4,19,35,0.01
5/29/06,119,160,0,12,34,0.05
5/30/06,119,160,0,11,34,0.1
5/31/06,119,160,0,15,34,0.17
6/1/06,119,0,NA,NA,NA,0.25
6/2/06,119,320,0,17,33,0.34
6/3/06,119,160,46.9,19,34,0.43
6/4/06,119,160,0.2,16,37,0.52
6/5/06,119,0,NA,NA,NA,0.62
6/6/06,119,320,0,11,33,0.71
6/7/06,119,160,0,13,30,0.79
6/8/06,119,160,0,16,32,0.87
6/9/06,119,160,0,16,33,0.93
6/10/06,119,160,0,16,33,0.97
6/11/06,119,160,0,17,36,0.99
6/12/06,119,160,0,18,37,1
6/13/06,119,160,4.2,19,34,0.97
6/14/06,119,160,83.4,19,27,0.92
6/15/06,119,160,0,17,31,0.85
6/16/06,119,160,0,16,31,0.76
6/17/06,119,0,NA,NA,NA,0.66
6/18/06,119,320,0,14,32,0.54
6/19/06,119,0,NA,NA,NA,0.43
6/20/06,119,320,0,13,35,0.32
6/21/06,119,0,NA,NA,NA,0.22
6/22/06,119,320,0,18,36,0.14
6/23/06,119,160,0,21,36,0.07
6/24/06,119,160,0,20,35,0.03
6/25/06,119,0,NA,NA,NA,0
6/26/06,119,320,8.2,20,33,0.01
6/27/06,119,160,2.2,20,33,0.03
6/28/06,119,160,0,20,30,0.07
6/29/06,119,160,23.4,16,29,0.12
6/30/06,119,0,NA,NA,NA,0.19
7/1/06,119,320,0,16,34,0.27
7/2/06,119,0,NA,NA,NA,0.36
7/3/06,119,320,0,19,35,0.46
7/4/06,119,0,NA,NA,NA,0.55
7/5/06,119,320,0,20,30,0.65
7/6/06,119,0,NA,NA,NA,0.74
7/7/06,119,320,1.7,19,33,0.82
7/8/06,119,0,NA,NA,NA,0.89
7/9/06,119,320,0,14,33,0.95
7/10/06,119,0,NA,NA,NA,0.99
7/11/06,119,320,0,16,33,1
7/12/06,119,0,NA,NA,NA,0.98
7/13/06,119,320,3,19,34,0.94
7/14/06,119,0,NA,NA,NA,0.87
7/15/06,119,320,0,21,36,0.78
7/16/06,119,0,NA,NA,NA,0.68
7/17/06,119,320,0,23,37,0.57
7/18/06,119,0,NA,NA,NA,0.46
7/19/06,119,320,0,20,37,0.35
7/20/06,119,0,NA,NA,NA,0.25
7/21/06,119,320,0,20,38,0.16
7/22/06,119,0,NA,NA,NA,0.09
7/23/06,119,320,67.6,20,37,0.04
2/24/04,5148,48,NA,NA,NA,0.16
2/25/04,5148,48,0.8,5,17,0.24
2/26/04,5148,48,51.9,5,16,0.32
2/27/04,5148,48,4.1,4,5,0.41
2/28/04,5148,48,0,3,9,0.51
2/29/04,5148,0,NA,NA,NA,0.6
3/1/04,5148,96,0,3,20,0.69
3/2/04,5148,48,0,14,22,0.78
3/3/04,5148,48,0,15,27,0.85
3/4/04,5148,48,0,19,29,0.92
3/5/04,5148,48,0,19,27,0.96
3/6/04,5148,48,0,22,27,0.99
3/7/04,5148,48,0.8,15,23,1
3/8/04,5148,48,0,9,26,0.98
3/9/04,5148,48,0,6,17,0.94
3/10/04,5148,48,5.6,5,13,0.87
3/11/04,5148,48,0,4,17,0.79
3/12/04,5148,48,0,10,19,0.69
3/13/04,5148,48,0,8,23,0.58
3/14/04,5148,48,0,10,21,0.46
3/15/04,5148,48,0,13,27,0.35
3/16/04,5148,48,2.4,21,27,0.25
3/17/04,5148,48,0.2,10,22,0.16
3/18/04,5148,48,0,8,20,0.09
3/19/04,5148,48,0,13,26,0.04
3/20/04,5148,48,0,14,28,0.01
3/21/04,5148,48,6.5,19,25,0
3/22/04,5148,48,0,3,23,0.02
3/23/04,5148,48,0,4,13,0.05
3/24/04,5148,48,0,5,16,0.11
3/25/04,5148,48,0,11,21,0.17
3/26/04,5148,48,0,12,25,0.25
3/27/04,5148,48,0,12,27,0.34
3/28/04,5148,48,0,11,29,0.43
3/29/04,5148,48,0,15,31,0.52
3/30/04,5148,48,0.2,14,24,0.62
3/31/04,5148,48,9.4,13,15,0.71
4/1/04,5148,48,0,8,19,0.8
4/2/04,5148,48,0,8,18,0.87
4/3/04,5148,48,0,4,21,0.94
4/4/04,5148,48,0,12,24,0.98
4/5/04,5148,48,0,7,23,1
4/6/04,5148,48,0,9,21,0.99
4/7/04,5148,48,0,12,25,0.96
4/8/04,5148,48,0.6,15,28,0.9
4/9/04,5148,48,6.6,11,25,0.82
4/10/04,5148,48,0.2,13,28,0.72
4/11/04,5148,48,0,12,30,0.61
4/12/04,5148,48,7.5,22,30,0.5
4/13/04,5148,48,9.8,20,27,0.38
4/14/04,5148,48,0,11,22,0.28
4/15/04,5148,48,0,9,18,0.19
4/16/04,5148,48,0,11,23,0.11
4/17/04,5148,48,0,11,28,0.06
4/18/04,5148,48,0,13,31,0.02
4/19/04,5148,48,0,15,30,0
4/20/04,5148,48,0,20,29,0
4/21/04,5148,48,0,18,30,0.03
4/22/04,5148,48,0,18,29,0.07
4/23/04,5148,48,0,19,30,0.12
4/24/04,5148,48,0,19,31,0.19
4/25/04,5148,48,0,19,33,0.27
4/26/04,5148,48,0,22,28,0.36
4/27/04,5148,48,19.5,17,28,0.45
4/28/04,5148,48,0,12,23,0.55
4/29/04,5148,48,0,14,23,0.65
4/30/04,5148,48,0,18,27,0.74
5/1/04,5148,48,3,23,24,0.83
5/2/04,5148,48,8.4,24,25,0.91
5/3/04,5148,48,25.6,18,26,0.96
5/4/04,5148,48,0,12,22,0.99
5/5/04,5148,48,0,12,22,1
5/6/04,5148,48,0,18,27,0.97
5/7/04,5148,48,0,19,31,0.92
5/8/04,5148,48,0,20,32,0.84
5/9/04,5148,48,0,21,34,0.75
5/10/04,5148,48,0,18,30,0.64
5/11/04,5148,48,0,18,31,0.53
5/12/04,5148,48,0.8,22,26,0.42
5/13/04,5148,48,16.5,22,25,0.32
5/14/04,5148,156,0,21,28,0.22
5/15/04,5148,156,0,20,29,0.15
5/16/04,5148,156,0,20,29,0.08
5/17/04,5148,156,0,22,29,0.04
5/18/04,5148,156,0,21,30,0.01
5/19/04,5148,156,0,22,30,0
5/20/04,5148,156,1.9,23,30,0.01
5/21/04,5148,156,0,24,32,0.04
5/22/04,5148,156,0,25,33,0.08
5/23/04,5148,156,0,25,34,0.14
5/24/04,5148,156,0,25,34,0.21
5/25/04,5148,156,0,25,34,0.3
5/26/04,5148,156,0,25,34,0.39
5/27/04,5148,156,0,16,44,0.49
5/28/04,5148,156,0,25,34,0.59
5/29/04,5148,156,11.3,24,34,0.69
5/30/04,5148,156,0,20,28,0.79
5/31/04,5148,156,0,28,33,0.88
6/1/04,5148,156,0,24,31,0.94
6/2/04,5148,156,7.1,23,32,0.99
6/3/04,5148,156,0,19,30,1
6/4/04,5148,156,0.5,25,32,0.98
6/5/04,5148,156,0,23,30,0.94
6/6/04,5148,156,0,24,31,0.87
6/7/04,5148,156,0,24,32,0.78
6/8/04,5148,156,19.5,24,34,0.67
6/9/04,5148,156,11.3,26,30,0.57
6/10/04,5148,156,7.6,24,27,0.46
6/11/04,5148,156,0,26,29,0.36
6/12/04,5148,156,0,27,33,0.27
6/13/04,5148,156,23.4,26,33,0.18
6/14/04,5148,156,0,26,28,0.12
6/15/04,5148,156,3.6,24,28,0.06
6/16/04,5148,156,2.5,27,31,0.02
6/17/04,5148,156,0,27,31,0
6/18/04,5148,156,0,28,33,0
6/19/04,5148,156,4,28,34,0.02
6/20/04,5148,156,0,26,33,0.05
6/21/04,5148,156,0,27,32,0.1
6/22/04,5148,156,18.4,26,29,0.17
6/23/04,5148,156,11.3,25,29,0.25
6/24/04,5148,156,1.4,25,28,0.34
6/25/04,5148,156,0,26,30,0.44
6/26/04,5148,156,13.2,25,31,0.55
6/27/04,5148,156,17.8,25,28,0.65
6/28/04,5148,156,8.2,25,29,0.76
6/29/04,5148,156,9.5,25,28,0.85
6/30/04,5148,156,0,25,28,0.92
7/1/04,5148,156,11.7,25,28,0.97
7/2/04,5148,156,0.1,26,27,1
7/3/04,5148,156,0,26,29,0.99
7/4/04,5148,156,0.6,26,30,0.95
7/5/04,5148,156,0,27,32,0.89
7/6/04,5148,156,0,27,33,0.81
7/7/04,5148,156,0,27,34,0.72
7/8/04,5148,156,0,27,34,0.61
7/9/04,5148,156,0,27,33,0.51
7/10/04,5148,156,0,26,33,0.41
7/11/04,5148,156,0,27,34,0.32
7/12/04,5148,156,0,26,33,0.23
7/13/04,5148,156,0,23,33,0.16
7/14/04,5148,156,0,28,34,0.1
7/15/04,5148,156,0,23,36,0.05
7/16/04,5148,156,0,24,33,0.02
7/17/04,5148,156,0.2,25,32,0
7/18/04,5148,156,1.9,26,32,0.01
7/19/04,5148,156,0,26,29,0.03
7/20/04,5148,156,2,23,31,0.07
7/21/04,5148,156,0,23,32,0.13
7/22/04,5148,156,0,23,33,0.21
7/23/04,5148,156,0,27,34,0.3
7/24/04,5148,156,1.8,26,35,0.4
7/25/04,5148,156,27.2,26,33,0.51
7/26/04,5148,156,0,26,30,0.62
7/27/04,5148,156,0,27,32,0.73
7/28/04,5148,156,50,26,33,0.82
7/29/04,5148,0,NA,NA,NA,0.91
7/30/04,5148,0,NA,NA,NA,0.96
7/31/04,5148,0,NA,NA,NA,0.99
8/1/04,5148,0,NA,NA,NA,1
8/2/04,5148,0,NA,NA,NA,0.97
8/3/04,5148,0,NA,NA,NA,0.92
8/4/04,5148,0,NA,NA,NA,0.85
8/5/04,5148,0,NA,NA,NA,0.76
8/6/04,5148,0,NA,NA,NA,0.67
8/7/04,5148,0,NA,NA,NA,0.57
8/8/04,5148,0,NA,NA,NA,0.47
8/9/04,5148,0,NA,NA,NA,0.38
8/10/04,5148,0,NA,NA,NA,0.29
8/11/04,5148,0,NA,NA,NA,0.21
8/12/04,5148,0,NA,NA,NA,0.14
8/13/04,5148,0,NA,NA,NA,0.08
8/14/04,5148,0,NA,NA,NA,0.04
8/15/04,5148,0,NA,NA,NA,0.01
8/16/04,5148,0,NA,NA,NA,0
8/17/04,5148,0,NA,NA,NA,0.01
8/18/04,5148,0,NA,NA,NA,0.05
8/19/04,5148,0,NA,NA,NA,0.1
8/20/04,5148,0,NA,NA,NA,0.18
8/21/04,5148,0,NA,NA,NA,0.26
8/22/04,5148,0,NA,NA,NA,0.37
8/23/04,5148,0,NA,NA,NA,0.48
8/24/04,5148,0,NA,NA,NA,0.59
8/25/04,5148,0,NA,NA,NA,0.7
8/26/04,5148,0,NA,NA,NA,0.8
8/27/04,5148,0,NA,NA,NA,0.89
8/28/04,5148,0,NA,NA,NA,0.95
8/29/04,5148,0,NA,NA,NA,0.99
8/30/04,5148,0,NA,NA,NA,1
8/31/04,5148,0,NA,NA,NA,0.98
9/1/04,5148,0,NA,NA,NA,0.94
